Timestamp,Video ID,Comment,Comment ID
2025-03-10 00:16:02,ESWBDhJH5cs,"물쥐 형...넣을게...<br><a href=""https://www.youtube.com/watch?v=ESWBDhJH5cs&amp;t=853"">14:13</a>",UgyBj_-iyTZLSOatkXB4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,ㅋㅋㅋㅋ화장실이라고 하능거 뭔말인지 알 것 같아서 개웃기네 ㅋㅋㅋㅋㅋ,Ugx4gQlS1O1MVswjhtZ4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,배경 ㅈ노맛이긴함,UgxCnUVQAyEZ0RF6HHd4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,물쥐야 쿠킹덤 해줘,UgzyL9qUipLNVr_MvVd4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,루굼마 ㅋㅋ,UgyxUUOXcvkudzzXFcJ4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,루굼마 알ㄹ려줘서 당장 쓰러간다 물쥐야 고맙다,UgwPHgOpgYoBnIOiZDR4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,요즘 바루스 많이하네 물쥐 ❤️,Ugy1G5acwfOiH1LsNAd4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,괴물쥐 집 궁금하네,Ugxow0Em-43y4nOCDFN4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,아 재밌긴한데 예전같이 헝그리 정신이 그득할 때가 그립구만...,Ugy6vK3LGjymY2J0Y5N4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,물쥐야 집 좀 구경 시켜줘라,Ugw7AYxDgtfM03D3MA54AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,배경이 아늑한 맛이 없네,Ugxv8QUZB2lCUc7irnt4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,얘는 롤한지가 몇년인데 타워어그로 개념도 모르냐 ㅋㅋ,UgzDQDGEDZCaqgjKUwV4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,사미라 좀 해라 지환아,UgytIHeZtx-bZ8TKzzR4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,옛날 배경이 그리운데... ai로 청바지+침대 배경 넣어주면 안되냐?,UgzngHHbRjwHaOsQfyV4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,"<a href=""https://www.youtube.com/watch?v=ESWBDhJH5cs&amp;t=1002"">16:42</a> 루굼마가 ㅈ@ㄴ 웃기네 ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",UgwSTvmnRCye2jtDRvt4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,물쥐 집 이사했음?,UgxKnJf-VsRrpMmu1y54AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,방관바루스는 qew 선마아님?,Ugx8S3v5pEnFbgMbPo94AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,요즘 롤 안 해서 그러는데 원딜 캐리력 요즘은 없는 메타임?,UgwAR5ytA0JlBXvGh6V4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,이 사람 안경 벌칙아니고 데일리셨어??,UgwHnQcSH4UVma_azYR4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,빨리올라가서 장지환 맞라인 서고 싶다 ㅅㅂ (원딜신지드),UgxftjdPbRkR4cHeErt4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,얘 왜 요우무를 안쓰냐 부활하자마자 (전)라도 좀 써라 물쥐야,UgwZF3sLDHb8wHBybQ14AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,원딜은 점점 못해지네..,Ugx49J_J-oiSWtzje5N4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,괴물쥐 디도스 이제 안걸림?,UgyYL_0DyAY4096rpFF4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,뒤에 괴물쥐 등신대라든지 여친등신대라든지 다키마쿠라라도 세워라 등판이 맛이없다,UgxbXwFxpvnS_4QAz0d4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,ai쇼츠 시작했는데 한번만 보러와주세용~!!,UgwX84K4XwS2aSoUsd94AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,"물쥐야 어때?<br><a href=""https://www.youtube.com/watch?v=ESWBDhJH5cs&amp;t=853"">14:13</a>",Ugy_0qnoSV7aMnKseHZ4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,"<a href=""https://www.youtube.com/watch?v=ESWBDhJH5cs&amp;t=303"">05:03</a> 와 라이즈 ㅁㅊ판단 진짜 지렸다",UgwZRbRxEadZT3dbC394AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,가르마 킹받노,Ugx4ZHJpg2G5aEwNZC54AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,물쥐야 진지하게 한마디만 한다 뒤에 너 가슴 밑까지 오는 길이 서랍 놔두고 굿즈랑 골드버튼 장식해놔라 지금 배경 줘 패고싶으니까,UgyPpdKFdCyB2bFSTXp4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,루금마,UgynDwVPC76pW-Bed1h4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,루굼마 ㅋ,UgzQetyImXEuMciTzZx4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,안경바꿔,UgyVM9x9sNMbyz_-meF4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,물쥐영상 보면서 혼술 맛있다,UgxzuvmvDqSH0Q-j3cl4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,오버워치 재활훈련 하다가 ㅈㄴ 못해서 걍 롤하는거 보기좋네 ㅋㅋ,UgzZ6LBSO7eF2AUmV7x4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,루굼마ㅋㄱㄱㅋ,Ugy-kNAe2zfKlomsSet4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,썸네일 3캐릭인 줄 알았으면 개추 ㅋㅋ,UgyD7KtVIcawz8J-OMt4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,인섹킥!,UgyiuvgR94G9358VNk14AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,썸네일 나만 인섹킥인줄 알았음ㅇㅅㅇ?,UgxL5-xLnw3jzCXWUKh4AaABAg
